DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3205;P3211;P3216;P3222;P3227;P8752;P3209;P3209S1;P3209S2;P3209S3;P3209S4;P3209S5;P3209S6;P3209S7;P3209S8;P3359;P3359S1;P3359S2;P3359S3;P3359S4;P3359S5;P3359S6;P3359S7;P3359S8;P3359S1A;P3359S2A;P3359S3A;P3359S4A;P3359S5A;P3359S6A;P3359S7A;P3359S8A;P3360;P3360S1;P3360S2;P3360S3;P3360S4;P3360S5;P3360S6;P3360S7;P3360S8;P3361;P3361S1;P3361S2;P3361S3;P3361S4;P3361S5;P3361S6;P3361S7
7754714;1;1;1;70.701.195.105;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;
7754715;1;1;1;81.969.268.414;1;2;1;2;1;1;;;;;;;;;;;;;;;;;;;4;2;2;2;2;4;4;3;;;;;;;;;;;;;;;;;
7754716;1;1;1;20.470.510.267;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;2;2;2;2;2;4;4;3;;;;;;;;;;;;;;;;;
7754717;1;1;1;12.989.345.916;1;2;1;2;2;1;;;;;;;;;;;;;;;;;;;4;4;4;4;4;4;4;4;;;;;;;;;;;;;;;;;
7754718;1;1;1;11.482.294.349;1;2;1;2;2;4;;;;;;;;;;;;;;;;;;;4;2;3;4;3;4;4;3;;;;;;;;;;;;;;;;;
7754719;1;1;1;55.019.616.344;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;2;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;
7754720;1;1;1;12.219.340.636;1;1;1;2;2;2;;;;;;;;;;;;;;;;;;;1;2;1;1;2;1;2;3;;;;;;;;;;;;;;;;;
7758293;1;1;1;70.701.195.105;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;2;2;5;2;5;4;4;4;;;;;;;;;;;;;;;;;
7758294;1;1;1;12.168.146.564;1;1;1;2;1;1;;;;;;;;;;;;;;;;;;;2;2;2;3;2;2;2;3;;;;;;;;;;;;;;;;;
7763151;1;1;1;1.322.160.847;1;1;1;2;2;;;3;2;3;2;3;2;2;3;;1;1;1;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763153;1;1;1;15.341.929.569;1;1;1;2;1;;;3;3;3;3;3;1;1;3;;3;4;2;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763156;1;1;1;18.297.503.405;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;4;2;3;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763157;1;1;1;14.205.646.744;1;1;1;1;1;;;3;3;3;1;3;1;1;1;;3;3;2;4;2;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763163;1;1;1;14.493.747.274;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;3;2;3;1;3;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763167;1;1;1;14.112.532.973;1;1;1;1;1;;;6;2;2;5;2;1;1;1;;2;3;2;3;2;4;4;2;;;;;;;;;;2;1;2;1;2;1;1;1;;;;;1;;;
7763168;1;1;1;12.270.371.197;1;1;1;1;1;;;2;2;2;3;2;2;8;2;;3;3;2;3;2;3;;3;;;;;;;;;;1;1;1;1;1;1;;1;;;;;;;;
7763169;1;1;1;15.279.032.871;1;2;1;2;1;;;2;2;2;2;2;1;1;2;;2;3;2;3;2;3;3;2;;;;;;;;;;1;1;2;1;2;1;1;1;;;;;1;;;
7763171;1;1;1;1.721.165.685;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;4;3;3;4;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763172;1;1;1;14.112.532.973;1;1;1;2;1;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763174;1;1;1;21.305.020.979;1;1;1;1;1;;;1;1;1;5;1;1;1;1;;3;4;2;2;2;4;4;3;;;;;;;;;;1;1;2;1;2;1;1;1;;;;;1;;;
7763175;1;1;1;18.981.379.572;1;1;1;1;2;;;3;3;4;3;4;4;3;4;;1;1;1;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763176;1;1;1;15.496.898.555;2;2;1;2;1;;;6;2;3;3;3;3;3;3;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763177;1;1;1;1.602.226.384;1;1;1;1;1;;;2;1;2;5;3;1;1;3;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763178;1;1;1;14.251.359.132;1;2;1;1;1;;;3;3;3;5;3;3;3;3;;2;2;2;3;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763179;1;1;1;13.618.626.007;1;2;1;2;2;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763180;1;1;1;13.947.208.699;1;2;1;2;2;;;2;2;2;2;2;2;2;2;;4;1;1;3;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763181;1;1;1;1.190.507.696;1;2;1;2;1;;;2;2;3;3;3;2;2;2;;1;4;4;4;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763182;1;1;1;16.106.334.035;1;1;1;2;1;;;1;1;2;5;2;1;8;2;;3;3;3;3;3;3;;3;;;;;;;;;;1;1;1;1;2;1;;1;;;;;1;;;
7763184;1;1;1;17.681.735.098;2;1;1;2;2;;;2;2;4;4;4;2;2;4;;3;4;3;4;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763185;1;1;1;1.285.953.468;1;2;1;2;1;;;3;3;3;3;3;3;3;3;;1;1;1;1;1;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763195;1;1;1;12.544.473.753;1;1;1;2;2;;;3;2;3;2;2;2;2;2;;2;2;1;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763196;1;1;1;13.022.710.229;1;1;1;2;2;;;4;4;4;4;4;5;4;4;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763197;1;1;1;16.375.657.913;1;1;1;2;2;;;3;2;2;2;2;2;2;2;;2;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763198;1;1;1;15.543.225.493;1;1;1;2;1;;;3;3;3;3;3;3;3;3;;2;2;2;3;3;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763199;1;1;1;11.129.823.356;1;1;1;2;2;;;3;3;3;3;2;2;2;3;;2;2;2;3;2;2;2;2;;;;;;;;;;2;1;1;1;1;1;1;1;;;;;;1;1;
7763200;1;1;1;12.976.153.767;1;2;2;2;2;;;6;2;4;4;4;2;2;2;;2;2;2;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763203;1;1;1;19.008.650.556;1;1;1;2;2;;;3;3;2;2;2;2;2;3;;2;1;2;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763204;1;1;1;12.923.799.701;1;1;1;2;1;;;2;1;2;2;2;2;2;2;;2;2;2;3;2;4;4;2;;;;;;;;;;1;1;2;1;2;1;1;2;;;;;1;;;
7763205;1;1;1;15.948.684.882;1;1;1;1;1;;;8;1;2;1;8;1;8;8;;;2;2;2;;4;;;;;;;;;;;;;3;2;1;;1;;;;;;;1;;;
7763206;1;1;1;12.923.799.701;1;1;1;1;1;;;4;1;2;1;2;2;1;2;;3;3;2;2;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763207;1;1;1;124.339.686;1;1;1;2;2;;;6;1;6;1;6;1;1;6;;3;2;2;3;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763208;1;1;1;20.230.479.088;1;1;1;1;1;;;2;1;2;2;2;1;2;2;;4;4;2;2;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763211;1;1;1;13.945.104.641;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763212;1;1;1;12.000.972.225;1;1;1;1;2;;;3;2;2;2;2;3;2;3;;2;1;1;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763218;1;1;1;14.730.150.817;1;1;1;1;2;;;6;2;6;2;6;2;2;6;;1;1;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763219;1;1;1;11.801.484.284;2;2;1;2;2;;;3;3;3;3;3;3;3;3;;4;3;4;3;4;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763222;1;1;1;18.497.551.392;1;1;1;2;1;;;6;1;6;6;6;1;1;6;;3;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763227;1;1;1;18.597.374.567;1;1;1;1;2;;;3;3;3;3;3;3;3;3;;2;2;2;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763228;1;1;1;1.448.419.472;1;1;1;2;2;;;6;2;4;3;4;2;2;4;;2;2;1;1;1;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763229;1;1;1;15.631.063.904;1;1;1;2;2;;;3;3;3;3;3;2;2;3;;3;4;3;4;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763230;1;1;1;13.042.639.363;1;2;1;2;2;;;3;3;3;1;3;2;3;3;;2;2;2;1;2;1;1;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763232;1;1;1;14.874.309.528;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;4;4;4;2;4;2;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763233;1;1;1;14.425.592.223;2;2;1;2;2;;;3;3;3;3;3;2;2;3;;3;2;4;1;4;1;1;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763234;1;1;1;13.947.208.699;1;1;1;2;2;;;2;2;2;3;3;2;3;4;;2;2;1;1;2;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763235;1;1;1;15.646.960.773;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;2;2;2;2;4;2;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763236;1;1;1;13.079.889.046;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763237;1;1;1;14.092.225.927;1;1;1;2;1;;;6;2;5;3;2;2;2;2;;3;3;2;3;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763238;1;1;1;16.375.657.913;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;1;1;2;1;2;2;1;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763239;1;1;1;15.302.305.003;1;2;1;2;2;;;6;6;2;2;2;3;2;4;;1;1;1;2;1;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763241;1;1;1;15.864.464.014;1;1;2;2;2;;;6;2;2;2;2;2;2;2;;1;1;1;1;1;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763242;1;1;1;13.621.995.633;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;2;1;3;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763243;1;1;1;17.972.951.033;1;1;1;2;1;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763244;1;1;1;16.365.427.913;1;2;2;2;2;;;6;6;4;3;4;2;2;4;;2;1;2;1;1;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763247;1;1;1;10.121.908.734;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;2;4;2;2;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763248;1;1;1;18.117.358.954;2;1;1;2;1;;;4;2;2;2;2;2;2;2;;3;3;3;3;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763249;1;1;1;14.620.534.838;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;2;2;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763250;1;1;1;14.425.592.223;1;2;2;2;2;;;6;6;4;4;3;4;4;4;;2;1;2;1;1;1;1;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763253;1;1;1;1.410.174.579;1;1;1;1;1;;;6;3;4;3;3;3;3;3;;2;2;3;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763255;1;1;1;1.638.043.493;1;1;1;1;1;;;2;2;2;2;2;2;2;2;;2;3;4;2;2;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763257;1;1;1;17.340.398.755;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;1;2;2;1;1;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763262;1;1;1;16.678.910.838;1;1;1;1;2;;;3;3;3;3;3;3;3;3;;3;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763268;1;1;1;15.837.127.842;2;1;1;2;2;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763269;1;1;1;15.015.398.686;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;2;2;2;2;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763270;1;1;1;15.415.063.726;1;2;1;2;2;;;2;2;2;2;2;2;2;4;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763271;1;1;1;13.388.221.139;1;1;1;1;2;;;4;4;4;4;4;4;4;4;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763274;1;1;1;14.607.082.937;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763275;1;1;1;13.079.889.046;1;2;1;1;2;;;2;2;2;2;2;8;2;2;;2;2;2;2;2;;2;2;;;;;;;;;;1;1;1;1;1;;1;1;;;;;;;;
7763279;1;1;1;15.557.434.919;1;1;1;2;2;;;3;3;8;2;3;3;3;3;;3;1;;1;2;1;2;2;;;;;;;;;;1;1;;1;1;1;1;1;;;;;;;;
7763281;1;1;1;15.302.305.003;1;2;1;2;2;;;3;3;3;3;3;3;3;3;;4;3;4;2;3;2;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763282;1;1;1;18.832.319.152;1;1;1;1;2;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763283;1;1;1;1.296.196.919;1;1;1;2;2;;;3;3;3;3;3;3;3;3;;4;2;4;2;3;1;1;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763284;1;1;1;12.000.972.225;1;1;1;2;2;;;2;2;8;3;2;2;2;3;;2;1;;1;2;1;2;2;;;;;;;;;;1;1;;1;1;1;1;1;;;;;;;;
7763291;1;1;1;16.678.910.838;2;1;1;1;1;;;1;2;1;2;2;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763293;1;1;1;18.013.223.705;1;1;1;2;1;;;6;2;3;2;3;2;2;2;;2;2;2;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763294;1;1;1;14.461.012.107;1;1;1;1;2;;;6;2;3;2;3;2;2;2;;2;2;3;2;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763309;1;1;1;14.273.769.143;1;1;1;2;2;;;4;4;4;4;4;4;4;4;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763313;1;1;1;13.637.270.728;1;2;1;2;2;;;6;6;2;2;2;2;2;1;;1;2;1;1;2;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763314;1;1;1;89.017.960.321;1;2;1;2;2;;;2;2;3;3;4;3;4;2;;2;3;2;3;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763316;1;1;1;20.888.366.189;1;1;1;2;2;;;1;1;5;1;3;1;8;8;;3;2;4;3;4;3;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;;;;
7763317;1;1;1;17.984.847.439;1;1;1;2;2;;;1;2;2;2;2;1;1;2;;2;2;3;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763326;1;1;1;15.152.523.031;2;1;1;1;1;;;1;1;1;1;1;1;1;1;;2;2;2;2;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763327;1;1;1;15.310.072.612;1;1;1;2;2;;;4;3;3;3;3;3;3;3;;2;1;1;3;1;1;1;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763332;1;1;1;14.898.923.318;1;1;1;2;1;;;2;2;4;4;4;2;2;4;;3;3;3;3;3;4;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763333;1;1;1;17.166.994.767;1;1;1;1;1;;;6;2;3;2;4;2;2;2;;1;1;2;1;1;2;4;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763334;1;1;1;17.194.170.294;1;1;1;1;1;;;6;3;4;3;4;1;1;4;;2;2;2;2;2;2;4;4;;;;;;;;;;1;1;1;1;2;1;1;1;;;;1;;;;
7763337;1;1;1;17.044.016.783;1;1;1;2;2;;;4;4;4;4;4;4;4;4;;2;2;2;2;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763339;1;1;1;15.795.017.289;2;1;1;1;1;;;6;1;1;1;1;1;1;1;;1;1;1;1;1;2;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763340;1;1;1;14.398.115.409;2;2;2;2;2;;;6;3;4;3;4;1;1;4;;1;1;1;1;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763341;1;1;1;1.680.049.489;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;2;2;2;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763342;1;1;1;14.461.012.107;2;2;2;2;2;;;6;2;3;3;4;2;2;4;;1;2;2;2;1;2;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763343;1;1;1;13.934.662.263;2;1;1;2;2;;;1;1;1;1;1;1;1;1;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763344;1;1;1;14.210.249.828;1;1;1;2;1;;;3;3;3;3;3;3;3;3;;2;2;1;3;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763345;1;1;1;14.269.792.865;1;1;1;2;2;;;3;3;2;2;2;2;2;2;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763346;1;1;1;14.205.490.342;1;1;1;1;2;;;2;2;5;2;5;2;2;3;;2;2;2;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763347;1;1;1;14.957.161.002;1;1;1;1;1;;;4;2;4;2;4;2;2;4;;2;2;3;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763348;1;1;1;12.125.541.348;1;1;1;2;1;;;3;3;3;3;3;3;3;4;;2;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763349;1;1;1;14.957.161.002;1;1;1;1;2;;;2;2;2;2;3;3;2;2;;2;2;2;1;2;1;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763350;1;1;1;17.044.016.783;2;1;1;1;2;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763352;1;1;1;16.678.910.838;1;1;1;2;1;;;6;3;3;3;3;3;3;3;;2;2;3;2;2;1;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763353;1;1;1;14.914.099.827;1;2;1;1;1;;;2;2;4;4;4;2;2;4;;3;3;3;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763354;1;1;1;17.982.648.079;2;1;1;1;2;;;2;2;2;2;2;2;2;2;;2;2;2;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763355;1;1;1;17.937.218.249;2;2;2;2;2;;;2;2;4;2;4;2;2;4;;2;2;4;2;1;1;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763356;1;1;1;1.599.790.601;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;1;2;1;2;1;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763358;1;1;1;17.948.593.202;2;1;1;1;1;;;6;1;4;1;4;1;1;4;;1;1;1;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763363;1;1;1;15.986.531.057;2;2;1;2;2;;;6;2;4;2;4;2;2;2;;1;1;1;2;1;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763364;1;1;1;14.387.877.951;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;1;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763365;1;1;1;14.764.235.409;2;1;1;1;2;;;1;1;1;1;1;1;1;1;;4;4;4;4;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763366;1;1;1;15.986.531.057;1;2;1;1;2;;;2;2;2;2;2;8;8;2;;2;3;3;3;3;;;3;;;;;;;;;;1;1;1;1;1;;;1;;;;;;;;
7763367;1;1;1;16.361.740.481;1;1;1;1;1;;;2;2;2;2;4;2;2;3;;2;4;4;4;2;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763368;1;1;1;18.013.223.705;1;2;1;2;2;;;3;3;2;3;3;3;3;3;;3;4;3;4;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763369;1;1;1;16.216.630.581;1;1;1;2;1;;;2;2;2;3;2;2;2;2;;2;2;1;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763370;1;1;1;17.909.352.355;1;2;1;2;1;;;3;2;4;4;4;2;2;4;;3;3;3;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763371;1;1;1;14.387.877.951;1;1;1;1;1;;;3;3;2;3;3;2;3;3;;2;3;4;3;4;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763372;1;1;1;18.018.478.423;1;1;1;1;1;;;1;1;1;1;1;8;8;1;;3;2;2;2;2;;;3;;;;;;;;;;1;1;1;1;1;;;1;;;;;;;;
7763373;1;1;1;18.567.436.613;1;1;1;2;1;;;2;2;2;2;2;2;2;2;;2;3;2;3;4;3;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763374;1;1;1;165.468.642;1;1;1;2;2;;;1;1;1;1;8;8;8;8;;3;2;3;2;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;
7763375;1;1;1;1.695.505.656;2;1;1;2;2;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763376;1;1;1;14.957.161.002;1;1;1;1;1;;;6;3;2;2;2;2;2;2;;2;1;3;2;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763379;1;1;1;22.238.547.784;1;1;1;1;1;;;6;1;2;2;3;2;2;2;;2;2;2;3;2;4;2;1;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763392;1;1;1;22.516.529.631;1;1;1;2;1;;;2;2;8;3;8;8;8;8;;4;2;;2;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;
7763400;1;1;1;12.789.224.845;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763402;1;1;1;12.423.557.438;2;1;1;2;2;;;1;1;1;1;1;1;1;1;;3;3;3;3;3;3;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763404;1;1;1;12.831.911.728;1;2;1;2;2;;;3;2;3;2;3;2;2;3;;2;1;2;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763405;1;1;1;89.882.931.645;1;2;1;2;1;;;1;1;1;1;1;1;1;1;;3;4;3;4;3;4;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763406;1;1;1;14.914.099.827;1;1;1;1;2;;;6;3;4;3;3;3;3;3;;2;2;3;1;2;1;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763428;1;1;1;1.704.658.841;1;1;1;2;1;;;3;3;3;3;3;3;1;3;;2;2;2;3;2;3;3;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763429;1;1;1;18.013.223.705;1;1;2;1;2;;;1;1;2;1;8;8;8;8;;2;3;4;3;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;
7763430;1;1;1;14.461.012.107;1;1;1;2;2;;;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;4;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763431;1;1;1;14.461.012.107;1;1;1;1;1;;;6;3;8;3;3;8;8;3;;3;4;;3;2;;;4;;;;;;;;;;1;1;;1;1;;;1;;;;;;;;
7763432;1;1;1;20.014.693.005;1;1;1;1;1;;;6;2;3;2;3;2;2;2;;2;2;2;2;2;3;3;4;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763433;1;1;1;18.061.118.374;1;1;1;2;1;;;1;1;5;1;5;1;1;5;;4;4;2;3;2;4;4;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763434;1;1;1;17.727.262.488;1;2;1;2;1;;;3;3;3;3;3;2;2;3;;2;2;2;2;2;2;2;2;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763435;1;1;1;11.088.294.414;1;1;1;2;1;;;2;2;2;3;3;2;3;3;;2;2;3;3;2;4;3;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
7763436;1;1;1;84.211.554.519;1;1;1;2;2;;;1;1;1;1;1;1;4;4;;2;3;2;3;3;4;4;3;;;;;;;;;;1;1;1;1;1;1;1;1;;;;;;;;
